Event,White,Black,Result,UTCDate,UTCTime,WhiteElo,BlackElo,WhiteRatingDiff,BlackRatingDiff,ECO,Opening,TimeControl,Termination,AN
 Classical ,lopez2013,sarbaz1980,1-0,2016.06.30,22:02:15,1956,1732,6,-4,C55,Italian Game: Anti-Fried Liver Defense,480+5,Time forfeit,1. e4 e5 2. Nf3 Nc6 3. Bc4 h6 4. O-O Nf6 5. d3 a6 6. a4 d5 7. exd5 Nxd5 8. Re1 Bg4 9. Nbd2 Bd6 10. Bxd5 O-O 11. Bxc6 bxc6 12. h3 Bh5 13. g4 1-0
 Blitz ,kramber,NATALIA2016,1-0,2016.06.30,22:02:16,1590,1682,15,-14,B51,Sicilian Defense: Canal-Sokolsky Attack,300+0,Normal,1. e4 c5 2. Nf3 d6 3. Bb5+ Nd7 4. d4 a6 5. Bxd7+ Bxd7 6. dxc5 dxc5 7. Nc3 Bb5 8. a4 Bc4 9. b3 Be6 10. Qxd8+ Rxd8 11. O-O c4 12. Rd1 Rxd1+ 13. Nxd1 cxb3 14. cxb3 Bxb3 15. Nc3 e6 16. Rb1 Bc2 17. Rxb7 Bxe4 18. Nxe4 a5 19. Be3 Bb4 20. Bc5 Bxc5 21. Nxc5 Kd8 22. Ne5 Kc8 23. Nxf7 1-0
 Blitz ,ofolha,protoxyde,0-1,2016.06.30,22:02:16,1791,1864,-9,9,B06,Modern Defense: Pseudo-Austrian Attack,180+2,Normal,1. e4 d6 2. d4 g6 3. Nc3 Bg7 4. f4 Nf6 5. e5 dxe5 6. fxe5 Nfd7 7. Nf3 c5 8. dxc5 O-O 9. Bf4 Nxc5 10. Bc4 Bf5 11. Bb3 Nxb3 12. axb3 Nc6 13. Qe2 Nd4 14. Nxd4 Qxd4 15. Bg3 Rad8 16. Nb5 Qxb2 17. O-O Qxc2 18. Qc4 Qxc4 19. bxc4 a6 20. Nc7 Rc8 21. Nd5 Rfe8 22. Rac1 Bd3 23. Rf4 Bh6 0-1
 Classical ,hape,bbomb,0-1,2016.06.30,22:02:17,1568,1558,-11,11,C23,Bishop's Opening,600+10,Normal,1. e4 e5 2. Bc4 d6 3. Qf3 Nf6 4. d3 Be7 5. h3 O-O 6. Be3 Nc6 7. a3 Nd4 8. Bxd4 exd4 9. Ne2 c5 10. g4 Qb6 11. b3 g6 0-1
 Blitz ,lsaling,Loschoux,0-1,2016.06.30,22:02:11,1510,1569,-9,10,B20,"Sicilian Defense: Wing Gambit, Marshall Variation",240+4,Time forfeit,1. e4 { [%eval 0.29] } 1... c5 { [%eval 0.37] } 2. b4?! { [%eval -0.35] } 2... cxb4 { [%eval -0.26] } 3. a3 { [%eval -0.42] } 3... g6?! { [%eval 0.43] } 4. Bb2 { [%eval 0.27] } 4... Nf6 { [%eval 0.37] } 5. Bd3?! { [%eval -0.45] } 5... d6?! { [%eval 0.2] } 6. Nf3?! { [%eval -0.31] } 6... Bg7 { [%eval 0.13] } 7. e5?! { [%eval -0.75] } 7... dxe5 { [%eval -0.75] } 8. Nxe5 { [%eval -0.79] } 8... O-O { [%eval -0.72] } 9. O-O?! { [%eval -1.39] } 9... bxa3?! { [%eval -0.45] } 10. Bxa3? { [%eval -3.24] } 10... Re8? { [%eval -0.75] } 11. Nc3 { [%eval -1.08] } 11... Nbd7 { [%eval -0.79] } 12. f4? { [%eval -2.2] } 12... Nxe5 { [%eval -2.09] } 13. fxe5 { [%eval -2.14] } 13... Ng4 { [%eval -2.0] } 14. Bc4?? { [%eval -5.9] } 14... Qb6+?? { [%eval -0.3] } 15. d4 { [%eval -0.08] } 15... Ne3?! { [%eval 0.53] } 16. Bxf7+ { [%eval 0.51] } 16... Kh8 { [%eval 0.48] } 17. Qf3? { [%eval -0.97] } 17... Nxf1 { [%eval 0.0] } 18. Bxe8?? { [%eval -4.43] } 18... Qxd4+ { [%eval -4.33] } 19. Qf2?! { [%eval -5.32] } 19... Qxc3 { [%eval -5.2] } 20. Qxf1 { [%eval -5.15] } 20... Qd4+?? { [%eval -1.87] } 21. Qf2?? { [%eval -13.98] } 21... Qxa1+ { [%eval -13.15] } 0-1
 Classical ,karimo9,foxbearlives,0-1,2016.06.30,22:02:17,1315,1465,-6,7,C26,"Bishop's Opening: Vienna Hybrid, Spielmann Attack",360+5,Time forfeit,1. e4 e5 2. Nc3 Nf6 3. Bc4 Bc5 4. d3 d6 5. Nf3 Bg4 6. Be3 Bxe3 7. fxe3 O-O 8. d4 exd4 9. exd4 Re8 10. Qd2 Nxe4 11. Qf4 Nxc3+ 12. Kf1 Be6 13. Bxe6 fxe6 0-1
 Classical ,raekwonn,ammarkalthuom,1-0,2016.06.30,22:02:17,2029,1940,10,-8,A00,Van Geet Opening,1200+13,Normal,1. Nc3 d5 2. e4 e6 3. exd5 exd5 4. d4 Nf6 5. Nf3 c5 6. dxc5 Bxc5 7. Bb5+ Nc6 8. Bg5 Qe7+ 9. Qe2 Qxe2+ 10. Kxe2 Ng4 11. Nxd5 O-O 12. Bxc6 bxc6 13. Be3 Ba6+ 14. Ke1 Bxe3 15. Nxe3 Rfe8 16. a4 Nxe3 17. fxe3 Rxe3+ 18. Kd1 Be2+ 19. Kd2 Rae8 20. Rhe1 R3e7 21. Nd4 Rd7 22. Kc3 Re3+ 23. Kd2 Re4 24. Rxe2 Rdxd4+ 25. Ke1 Rxa4 26. Rxa4 1-0
 Bullet ,RRiicchhaarrdd,rockmalvar,1-0,2016.06.30,22:02:18,1740,1438,3,-3,C00,French Defense: La Bourdonnais Variation,0+3,Normal,1. e4 e6 2. f4 d6 3. d4 c6 4. c4 Be7 5. Nf3 Bh4+ 6. g3 Be7 7. Bd3 Nd7 8. Nc3 b6 9. Be3 Bb7 10. Qd2 c5 11. d5 e5 12. fxe5 Nxe5 13. Nxe5 dxe5 14. h4 Bd6 15. O-O-O f6 16. g4 Ne7 17. g5 O-O 18. gxf6 Rxf6 19. Rdf1 Rg6 20. Rhg1 Qd7 21. Be2 Rf8 22. Rxf8+ Kxf8 23. Rxg6 Nxg6 24. Bh5 Nxh4 25. Qf2+ Kg8 26. Qxh4 Be7 27. Qf2 Bc8 28. Bf7+ Kh8 29. Be6 Qd8 30. Bxc8 Qxc8 31. Qd2 Qg4 32. d6 Bh4 33. d7 Bd8 34. Nd5 Qxe4 35. b3 Qh1+ 36. Kc2 Qe4+ 37. Qd3 Qg2+ 38. Bd2 e4 39. Qe3 h6 40. Nf4 Qh2 41. Qxe4 Qf2 42. Ng6+ Kg8 43. Qe8+ Kh7 44. Nf8+ Kg8 45. Qxd8 Qxf8 46. Qxf8+ Kxf8 47. d8=Q+ Kf7 48. Qd7+ Kg6 49. Qxa7 Kh5 50. Qxb6 g6 51. Qxc5+ g5 52. Bxg5 hxg5 53. a4 Kh4 54. a5 g4 55. a6 g3 56. a7 g2 57. a8=Q g1=Q 58. Qxg1 Kh5 59. Qh8# 1-0
 Blitz ,zarsale,Axim187,1/2-1/2,2016.06.30,22:02:19,1833,1725,-3,3,B13,Caro-Kann Defense: Exchange Variation,300+3,Normal,1. e4 c6 2. d4 d5 3. exd5 cxd5 4. c3 Nf6 5. Bd3 Nc6 6. Ne2 e6 7. O-O Be7 8. Ng3 O-O 9. f4 Rb8 10. Nh5 g6 11. Nxf6+ Bxf6 12. Be3 b5 13. Nd2 b4 14. Nf3 bxc3 15. bxc3 Bg7 16. Ne5 Qc7 17. Qf3 Nxe5 18. fxe5 Qxc3 19. Be2 Qa5 20. Rab1 Rxb1 21. Rxb1 Qxa2 22. Rb8 Ba6 23. Rxf8+ Kxf8 24. Bxa6 Qxa6 25. Qd1 Qb7 26. h3 h5 27. Qa1 Kg8 28. Qa4 Qc7 29. Bd2 Bf8 30. Kh2 Qb6 31. Be3 a5 32. Qe8 Qb4 33. Bh6 a4 34. Bxf8 Qxf8 35. Qxa4 Kg7 36. Qa1 Qb4 37. Qg1 Qd2 38. Kh1 Qf4 39. Qd1 Qe4 40. Qg1 Qf4 41. Qd1 Qe4 42. Qg1 h4 43. Qf2 g5 44. Qf6+ Kf8 45. Qd8+ Kg7 46. Qxg5+ Kf8 47. Qd8+ Kg7 48. Qg5+ Kf8 49. Qh6+ Kg8 50. Qg5+ Kf8 1/2-1/2
 Bullet ,V1962,ebok,1-0,2016.06.30,22:02:18,1617,1750,12,-174,A00,Van't Kruijs Opening,120+0,Normal,1. e3 d5 2. b3 e5 3. Bb2 Nc6 4. Bb5 Bd6 5. f4 f6 6. fxe5 fxe5 7. Nf3 Qe7 8. Nc3 Nf6 9. Qe2 O-O 10. Bxc6 bxc6 11. O-O-O Kh8 12. h3 a5 13. g4 Ba6 14. Qg2 d4 15. exd4 exd4 16. Nxd4 Bb7 17. Nf5 Qd7 18. Nxd6 cxd6 19. Ne4 c5 20. Nxf6 gxf6 21. Qg3 Bxh1 22. Rxh1 a4 23. h4 axb3 24. axb3 Qc6 25. Rg1 Qd5 26. g5 Ra2 27. gxf6 Qf7 28. Qg7+ Qxg7 29. fxg7+ Kg8 30. gxf8=Q+ Kxf8 31. Kb1 Ra7 32. h5 Kf7 33. h6 Ke6 34. Rg7 Rf7 35. Rxf7 Kxf7 36. Bg7 Kg6 37. Kb2 Kf7 38. Kc3 d5 39. b4 d4+ 40. Kc4 cxb4 41. Kxb4 1-0
 Blitz ,zeldazaire,SteffeF,0-1,2016.06.30,22:02:13,1745,1933,-5,6,B83,"Sicilian Defense: Scheveningen Variation, Classical Variation",300+0,Normal,1. e4 { [%eval 0.13] } 1... c5 { [%eval 0.23] } 2. Nf3 { [%eval 0.25] } 2... e6 { [%eval 0.31] } 3. d4 { [%eval 0.18] } 3... cxd4 { [%eval 0.23] } 4. Nxd4 { [%eval 0.19] } 4... d6 { [%eval 0.51] } 5. Be2 { [%eval 0.32] } 5... Nf6 { [%eval 0.27] } 6. Nc3 { [%eval 0.37] } 6... Be7 { [%eval 0.34] } 7. O-O { [%eval 0.27] } 7... a6 { [%eval 0.33] } 8. a3 { [%eval 0.34] } 8... b5 { [%eval 0.43] } 9. h3 { [%eval -0.06] } 9... Bb7 { [%eval -0.09] } 10. Bd3 { [%eval -0.31] } 10... Nbd7 { [%eval -0.25] } 11. Nde2 { [%eval -0.47] } 11... Nc5 { [%eval -0.37] } 12. Ng3 { [%eval -0.46] } 12... O-O { [%eval -0.51] } 13. Be2?! { [%eval -1.05] } 13... Ncxe4 { [%eval -1.04] } 14. Ngxe4 { [%eval -1.08] } 14... Nxe4 { [%eval -1.08] } 15. Nxe4 { [%eval -1.08] } 15... Bxe4 { [%eval -0.99] } 16. f3 { [%eval -1.22] } 16... Bg6 { [%eval -1.12] } 17. Be3 { [%eval -1.06] } 17... d5 { [%eval -1.06] } 18. c3 { [%eval -1.1] } 18... Rc8 { [%eval -0.97] } 19. Bd3 { [%eval -1.13] } 19... Bxd3 { [%eval -1.05] } 20. Qd2?? { [%eval -6.8] } 20... Bg6? { [%eval -5.02] } 21. f4 { [%eval -5.44] } 21... Bc5 { [%eval -5.24] } 22. Kh1 { [%eval -5.24] } 22... Bxe3 { [%eval -5.26] } 23. Qxe3 { [%eval -5.19] } 23... Qc7 { [%eval -5.24] } 24. Rac1 { [%eval -5.26] } 24... Be4 { [%eval -5.22] } 25. Qf2 { [%eval -5.29] } 25... Qc4 { [%eval -5.16] } 26. Qf3?? { [%eval -14.87] } 26... Bxf3 { [%eval -14.51] } 0-1
 Blitz ,LUDO76,haha-ha,1-0,2016.06.30,22:02:20,1931,1723,5,-5,C10,"French Defense: Rubinstein Variation, Blackburne Defense",300+0,Normal,1. e4 e6 2. d4 d5 3. Nc3 dxe4 4. Nxe4 Nd7 5. Nf3 Ngf6 6. Bd3 Bd6 7. Bg5 O-O 8. Qe2 h6 9. h4 hxg5 10. hxg5 Nh7 11. Rxh7 Kxh7 12. Ne5 Nxe5 13. Nf6+ Kh8 14. Qh5# 1-0
 Bullet tournament ,carlitosxavier,Scala,0-1,2016.06.30,22:02:21,1500,1531,-161,7,B01,Scandinavian Defense,60+0,Time forfeit,1. e4 d5 2. f3 dxe4 3. fxe4 e6 4. Bc4 Nf6 5. b3 Nxe4 6. Nf3 Bc5 7. d3 Nf2 8. Qe2 Nxh1 9. Bg5 Bf2+ 0-1
 Classical ,AdrianChessNow,DaveyJones01,1-0,2016.06.30,22:02:13,1828,1779,10,-11,C44,King's Knight Opening: Konstantinopolsky,1800+30,Normal,1. Nf3 { [%eval 0.17] } 1... Nc6 { [%eval 0.37] } 2. g3?! { [%eval -0.15] } 2... e5 { [%eval -0.14] } 3. e4 { [%eval -0.1] } 3... Nf6 { [%eval -0.07] } 4. d3 { [%eval -0.25] } 4... Bc5 { [%eval -0.1] } 5. Bg2 { [%eval -0.25] } 5... d6 { [%eval -0.04] } 6. Nc3 { [%eval -0.1] } 6... a6 { [%eval -0.04] } 7. Bg5 { [%eval -0.04] } 7... h6 { [%eval 0.0] } 8. Bd2 { [%eval -0.35] } 8... O-O { [%eval -0.4] } 9. h3 { [%eval -0.47] } 9... Be6 { [%eval -0.41] } 10. Qe2 { [%eval -0.73] } 10... Ne7 { [%eval -0.52] } 11. Nh4 { [%eval -0.58] } 11... Qd7?! { [%eval 0.09] } 12. f4 { [%eval 0.02] } 12... exf4 { [%eval 0.15] } 13. gxf4 { [%eval 0.24] } 13... Qc8 { [%eval 0.51] } 14. f5 { [%eval 0.37] } 14... Bd7 { [%eval 0.25] } 15. Bf3 { [%eval 0.34] } 15... Kh8 { [%eval 0.21] } 16. Nd1 { [%eval 0.08] } 16... Nc6 { [%eval 0.0] } 17. c3?! { [%eval -0.77] } 17... Re8 { [%eval -0.34] } 18. d4? { [%eval -2.2] } 18... Ba7? { [%eval 0.01] } 19. Nf2?! { [%eval -0.94] } 19... d5 { [%eval -0.96] } 20. Ng4? { [%eval -2.27] } 20... Nxe4 { [%eval -2.2] } 21. Bxe4 { [%eval -2.58] } 21... Rxe4 { [%eval -2.13] } 22. Ne3? { [%eval -4.01] } 22... Rxh4 { [%eval -3.86] } 23. O-O-O?! { [%eval -4.67] } 23... Bxf5 { [%eval -4.5] } 24. Nxd5? { [%eval -6.47] } 24... Be6? { [%eval -4.89] } 25. Nf4? { [%eval -6.12] } 25... Qd7? { [%eval -4.15] } 26. Qf2? { [%eval -6.31] } 26... g5?? { [%eval -3.15] } 27. Ng2 { [%eval -3.08] } 27... Rxh3 { [%eval -3.18] } 28. Rxh3? { [%eval -5.27] } 28... Bxh3 { [%eval -5.0] } 29. Qf6+ { [%eval -5.08] } 29... Kg8? { [%eval -2.81] } 30. Qxh6 { [%eval -2.74] } 30... Qf5? { [%eval 0.0] } 31. Ne3 { [%eval 0.0] } 31... Qe6? { [%eval 1.51] } 32. Qxg5+ { [%eval 1.01] } 32... Qg6?! { [%eval 1.65] } 33. Qh4 { [%eval 0.0] } 33... Qh7?? { [%eval 10.22] } 34. Qg3+?? { [%eval 3.33] } 34... Kf8 { [%eval 3.55] } 35. Rh1 { [%eval 3.27] } 35... Qe4?? { [%eval 7.65] } 36. Rxh3 { [%eval 7.12] } 36... Ke7? { [%eval 18.66] } 37. Qxc7+ { [%eval 16.77] } 37... Kf6 { [%eval 15.64] } 38. Qxb7?? { [%eval 4.79] } 38... Rb8?? { [%eval 12.99] } 39. Qxa6?? { [%eval 6.31] } 39... Rb6?? { [%eval 18.91] } 40. Qf1+ { [%eval 10.48] } 40... Ke6 { [%eval 12.19] } 41. Nc4 { [%eval 11.62] } 41... Ra6 { [%eval 17.24] } 42. Re3 { [%eval 16.2] } 1-0
 Bullet tournament ,amateur2016,king-Masinissa,0-1,2016.06.30,22:02:21,2212,2041,-18,17,A00,Mieses Opening,60+0,Normal,1. d3 Nf6 2. Bd2 d5 3. Qc1 c5 4. a4 Nc6 5. a5 e5 6. h4 Bd6 7. h5 h6 8. a6 b5 9. g3 Be6 10. Bg2 Qc7 11. Nc3 O-O-O 12. Nxb5 Qb6 13. c4 dxc4 14. dxc4 e4 15. Nxd6+ Rxd6 16. Bf4 Rd4 17. e3 Rxc4 18. Qb1 Qb4+ 19. Kf1 Qb5 20. Ne2 Bg4 21. Qe1 Rc2 22. f3 exf3 23. Bxf3 Bxf3 24. Rh2 Ng4 25. Rf2 Nxf2 26. Kxf2 Rxe2+ 27. Kxf3 Rxe1 28. Rxe1 Re8 29. Re2 Nd4+ 30. exd4 Qxe2# 0-1
 Blitz ,s3r6i0,Ro6cky6,1-0,2016.06.30,22:02:20,1565,1375,6,-22,C23,Bishop's Opening,300+0,Normal,1. e4 e5 2. Bc4 d6 3. Qf3 Be6 4. Bxe6 fxe6 5. Nc3 Nf6 6. d3 Be7 7. Nge2 c6 8. O-O Nbd7 9. Qg3 Bf8 10. f4 exf4 11. Bxf4 Qe7 12. d4 O-O-O 13. e5 dxe5 14. Bxe5 Nd5 15. Nxd5 cxd5 16. Rf2 Nxe5 17. Qxe5 Qd6 18. Nf4 Qxe5 19. dxe5 g5 20. Nxe6 Rd7 21. Nxf8 Rxf8 22. Rxf8+ Kc7 23. e6 Re7 24. Re1 b6 25. Rf7 Kd6 26. Rxe7 Kxe7 27. Kf2 h5 28. Kf3 g4+ 29. Kf4 d4 30. Kf5 a5 31. Kg5 g3 32. hxg3 b5 33. Kxh5 b4 34. g4 a4 35. g5 a3 36. b3 d3 37. cxd3 Ke8 38. e7 Kd7 39. e8=Q+ Kd6 40. g6 Kd5 41. g7 Kd4 42. g8=Q Kc3 43. Qc4+ Kd2 44. Re2+ Kd1 45. Qc2# 1-0
 Blitz ,thiagozanoni,Begemot777,0-1,2016.06.30,22:02:17,1920,1930,-7,142,B17,"Caro-Kann Defense: Karpov Variation, Modern Variation, Kasparov Attack",180+0,Normal,1. e4 { [%eval 0.22] } 1... c6 { [%eval 0.43] } 2. d4 { [%eval 0.37] } 2... d5 { [%eval 0.48] } 3. Nc3 { [%eval 0.29] } 3... dxe4 { [%eval 0.37] } 4. Nxe4 { [%eval 0.37] } 4... Nd7 { [%eval 0.43] } 5. Nf3 { [%eval 0.37] } 5... Ngf6 { [%eval 0.29] } 6. Ng3 { [%eval 0.12] } 6... e6 { [%eval 0.13] } 7. Bg5 { [%eval -0.05] } 7... c5 { [%eval 0.29] } 8. dxc5 { [%eval 0.29] } 8... Bxc5 { [%eval 0.18] } 9. c3 { [%eval -0.2] } 9... Qb6 { [%eval -0.15] } 10. Qc2 { [%eval -0.12] } 10... Ng4?! { [%eval 0.62] } 11. O-O-O? { [%eval -1.63] } 11... Nxf2 { [%eval -1.63] } 12. Nd4? { [%eval -2.84] } 12... Nxd1 { [%eval -2.8] } 13. Kxd1 { [%eval -3.22] } 13... Nf6 { [%eval -2.79] } 14. Bxf6 { [%eval -2.88] } 14... gxf6 { [%eval -2.83] } 15. Nb3 { [%eval -3.15] } 15... Be7 { [%eval -2.85] } 16. Nh5?! { [%eval -3.64] } 16... Bd7 { [%eval -3.45] } 17. Ng7+? { [%eval -4.5] } 17... Kd8? { [%eval -3.44] } 18. Bc4? { [%eval -4.56] } 18... Kc7?! { [%eval -3.89] } 19. Kc1? { [%eval -5.13] } 19... Qe3+ { [%eval -5.12] } 20. Kb1 { [%eval -5.09] } 20... Qg5 { [%eval -4.97] } 21. Qe4? { [%eval -6.47] } 21... Qg6? { [%eval -5.18] } 22. Qxg6 { [%eval -5.41] } 22... hxg6 { [%eval -5.26] } 23. Nxe6+? { [%eval -6.48] } 23... Bxe6 { [%eval -6.46] } 24. Bxe6 { [%eval -6.5] } 24... fxe6 { [%eval -6.46] } 25. Nd4?! { [%eval -7.26] } 25... e5 { [%eval -7.05] } 26. Ne6+? { [%eval -10.49] } 26... Kd6 { [%eval -10.22] } 27. Rd1+ { [%eval -12.54] } 27... Kxe6 { [%eval -12.0] } 0-1
 Bullet tournament ,poopyhead,poke_key,1-0,2016.06.30,22:02:21,1890,1860,23,-10,A40,Queen's Pawn,60+0,Time forfeit,1. d4 c6 2. c3 d5 3. Na3 a6 4. Nc2 e6 5. f3 Nd7 6. Nh3 Bd6 7. Nf2 Ngf6 8. g3 Qe7 9. Bg2 e5 10. O-O e4 11. Bg5 h6 12. Bxf6 Nxf6 13. fxe4 dxe4 14. Ne3 O-O 15. Nc4 Bf5 16. Nxd6 Qxd6 17. e3 Rfe8 18. Bh3 Bxh3 19. Nxh3 Nd5 20. Qe2 Re6 21. Nf4 Nxf4 22. Rxf4 Rae8 23. Raf1 R8e7 24. Qg4 Rg6 25. Qe2 Qe6 26. Kf2 Qxa2 27. Kg1 Qe6 28. Qg2 Rf6 29. Qf2 Rxf4 30. Qxf4 Qg6 31. Qf2 Re6 32. Kg2 Qf6 33. Kg1 Qxf2+ 34. Rxf2 Rf6 35. Kg2 Rxf2+ 36. Kxf2 f5 37. h3 Kf7 38. Ke2 Kf6 39. g4 g6 40. Kf2 Kg5 41. Kg3 h5 42. b3 hxg4 43. hxg4 fxg4 44. d5 cxd5 45. c4 dxc4 46. bxc4 b5 47. c5 b4 48. c6 b3 49. c7 b2 50. c8=Q b1=Q 51. Qc5+ Kf6 52. Qd4+ Kf7 53. Qd5+ Kf6 54. Qd6+ Kf5 55. Qf4+ 1-0
 Bullet tournament ,volpi2007,MrKit,0-1,2016.06.30,22:02:21,1446,2063,-1,1,B07,Rat Defense: Harmonist,60+0,Normal,1. e4 d6 2. f4 Nf6 3. Nf3 Nxe4 4. Bc4 d5 5. Bd3 Nd7 6. Bxe4 dxe4 7. Ne5 Nxe5 8. fxe5 Bf5 9. O-O e6 10. Rxf5 exf5 11. d3 Qd4+ 12. Kh1 O-O-O 13. c3 Qxd3 14. Bd2 Bc5 15. a4 a5 16. b4 axb4 17. cxb4 Bxb4 18. Qe1 Bxd2 19. Qf2 e3 20. Qf3 e2 21. Nxd2 Qxf3 22. Nxf3 Rd1+ 23. Rxd1 exd1=Q+ 24. Ng1 Re8 25. h3 Rxe5 26. Kh2 Re3 27. Nf3 Rxf3 28. gxf3 Qxf3 29. Kg1 Qe2 30. Kh1 Kd7 31. Kg1 Ke6 32. h4 Ke5 33. h5 Kf4 34. h6 Kg3 35. a5 Qe1# 0-1
 Blitz ,RGM2800,Mouloune2,1-0,2016.06.30,22:02:21,1686,1619,9,-9,C02,"French Defense: Advance Variation, Paulsen Attack",300+3,Normal,1. e4 e6 2. d4 d5 3. e5 c5 4. c3 Nc6 5. Nf3 Qb6 6. Be2 Nge7 7. dxc5 Qxc5 8. Be3 Qa5 9. b4 Nxb4 10. cxb4 Qxb4+ 11. Bd2 1-0
 Bullet tournament ,Whitekid2000,sztachalom,0-1,2016.06.30,22:02:21,1720,2134,-3,2,B10,Caro-Kann Defense,60+0,Time forfeit,1. e4 c6 2. Nf3 d5 3. e5 c5 4. d4 Nc6 5. dxc5 e6 6. c4 Bxc5 7. cxd5 exd5 8. Nc3 d4 9. Na4 Qa5+ 10. Bd2 Nb4 11. Nxc5 Qxc5 12. Qa4+ Nc6 13. Bb5 Bd7 14. Rc1 Qd5 15. e6 fxe6 16. O-O Nge7 17. Rfe1 O-O 18. Bg5 Rxf3 19. gxf3 Qxg5+ 20. Kh1 e5 21. Bxc6 Nxc6 22. Qc4+ Kh8 23. Qf1 Qh5 24. Qg2 Bh3 25. Qg3 g6 26. Rc5 Rf8 27. Rxc6 Qxf3+ 28. Qxf3 Rxf3 29. Rc8+ Kg7 30. Rc7+ Kg8 31. Rc8+ Bxc8 32. Rc1 Rxf2 33. Rxc8+ Kg7 34. Rc7+ Kh6 35. Rc8 Rxb2 36. Rc7 Rxa2 37. Rxb7 Ra1+ 0-1
 Bullet tournament ,Parris4iv,DevilFish,0-1,2016.06.30,22:02:21,1720,2252,-1,2,A00,Mieses Opening,60+0,Normal,1. d3 c5 2. Nf3 Nc6 3. e4 d6 4. Nbd2 e5 5. g3 f5 6. Bg2 Nf6 7. O-O Be7 8. Re1 O-O 9. Nf1 Nd4 10. Ne3 fxe4 11. dxe4 Nxe4 12. Nxd4 Nxf2 13. Qh5 cxd4 14. Nd5 Bg4 15. Nxe7+ Qxe7 16. Qg5 Qxg5 17. Bxg5 Nh3+ 18. Bxh3 Bxh3 19. Re2 Rf5 20. Bd2 Raf8 21. Rae1 Rf1+ 0-1
 Classical ,RaininInParadize,Ariks1,1-0,2016.06.30,22:02:21,1706,1690,18,-10,C57,"Italian Game: Two Knights Defense, Fried Liver Attack",120+15,Normal,1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. Ng5 d5 5. exd5 Nxd5 6. Nxf7 Qd7 7. Nxh8 Na5 8. Bxd5 Qxd5 9. O-O b6 10. Nc3 Qc6 11. Qh5+ g6 12. Qxe5+ Qe6 13. Qxc7 Bd6 14. Qg7 Be5 15. Qxh7 Bd7 16. Qxg6+ Qxg6 17. Nxg6 Bxc3 18. dxc3 Kd8 19. Bg5+ Kc7 20. Rfe1 Nc4 21. Re7 Re8 22. Rxe8 Bxe8 23. Bf4+ Kb7 24. Ne5 Nxb2 25. Rb1 Na4 26. c4 Nc3 27. Rb3 Nxa2 28. h4 Bh5 29. g4 Be8 30. h5 a5 31. h6 Nb4 32. h7 Nxc2 33. h8=Q Nd4 34. Qxe8 Nxb3 35. Qd7+ Ka6 36. Nc6 1-0
 Bullet tournament ,hurvajsmanka,sanle,1-0,2016.06.30,22:02:21,1770,2011,17,-17,A00,Polish Opening: Outflank Variation,60+0,Normal,1. b4 c6 2. Bb2 d5 3. e3 Nf6 4. b5 g6 5. bxc6 bxc6 6. a4 Bg7 7. c4 O-O 8. cxd5 cxd5 9. Nc3 e6 10. Be2 Nbd7 11. Nf3 Qe7 12. O-O a5 13. d4 Ba6 14. Nb5 Ra7 15. Nxa7 Ra8 16. Nb5 Bxb5 17. Bxb5 Rb8 18. Bxd7 Qxd7 19. Rb1 Rc8 20. Rc1 Rd8 21. Qd2 Qa7 22. Ne5 Ne4 23. Qd3 Rb8 24. Nc6 Qb7 25. Nxb8 Qxb8 26. Qc2 Nd6 27. Qc7 Qf8 28. Ba3 1-0
 Classical ,David177,has66,0-1,2016.06.30,22:02:22,1293,1550,-4,4,C50,Italian Game,600+0,Normal,1. e4 e5 2. Nf3 Nc6 3. Bc4 b6 4. d3 Bb7 5. Ng5 Nh6 6. c3 f6 7. Bf7+ Ke7 8. d4 fxg5 9. dxe5 Kxf7 10. Qd5+ Ke8 11. Bxg5 0-1
 Blitz ,colisito,agustel,0-1,2016.06.30,22:02:22,1731,1687,-12,12,C10,French Defense: Rubinstein Variation,300+0,Time forfeit,1. e4 e6 2. d4 d5 3. Nc3 dxe4 4. Nxe4 Nc6 5. Nf3 Nge7 6. Be2 Nd5 7. c4 Nb6 8. Be3 Bb4+ 9. Nc3 O-O 10. O-O Na5 11. c5 Bxc3 12. bxc3 Nbc4 13. Qa4 Qd5 14. Nd2 Nxe3 15. fxe3 Nc6 16. Bf3 Qd7 17. Be4 f5 18. Bd3 Ne7 19. e4 Qxa4 20. h3 b6 21. exf5 exf5 22. Rae1 Nd5 23. Bc4 Bb7 24. Bb3 Qd7 25. cxb6 axb6 26. c4 Kh8 27. cxd5 Bxd5 28. Rd1 Bxb3 29. Nxb3 Rxa2 30. d5 h6 31. Kh2 Qd6+ 32. Kh1 Qb4 33. Nc1 Ra1 34. Nd3 Rxd1 35. Rxd1 Qd4 36. Nb2 Qxd1+ 37. Nxd1 Rd8 38. Nc3 b5 39. Nxb5 Rxd5 40. Nxc7 Rc5 41. Ne6 Rc1+ 42. Kh2 Kg8 0-1
